,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
274,DB00461,Nabumetone,500.0,mg,750.0,mg,Oral,Tablet,['approved'],False,42924-53-8,COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2,0.00193,g/l
275,DB00462,Methylscopolamine bromide,2.5,mg/1,5.0,mg/1,Oral,Tablet,['approved'],False,155-41-9,[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,0.0132,g/l
276,DB00464,Sodium Tetradecyl Sulfate,1.0,%,30.0,mg,Intravenous,Solution,"['approved', 'investigational']",False,139-88-8,[Na+].CCCCC(CC)CCC(CC(C)C)OS([O-])(=O)=O,0.00798,g/l
277,DB00465,Ketorolac,0.4,%,60.0,mg/2mL,Ophthalmic,Solution,['approved'],False,74103-06-3,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,0.513,g/l
278,DB00468,Quinine,200.0,mg,324.0,mg/1,Oral,Capsule,['approved'],False,130-95-0,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,0.334,g/l
279,DB00469,Tenoxicam,20.0,mg,20.0,mg,Oral,Tablet,['approved'],False,59804-37-4,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,0.257,g/l
280,DB00470,Dronabinol,2.5,mg/1,10.0,mg/1,Oral,Capsule,"['approved', 'illicit']",False,1972-08-3,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1,0.00263,g/l
281,DB00471,Montelukast,4.0,mg/1,10.0,mg,Oral,"Tablet, chewable",['approved'],False,158966-92-8,OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1,8.2e-06,g/l
282,DB00472,Fluoxetine,10.0,mg,90.0,mg/1,Oral,Capsule,"['approved', 'vet_approved']",False,54910-89-3,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,0.0017,g/l
283,DB00474,Methohexital,2.5,g/1,500.0,mg/1,Intramuscular; Intravenous; Rectal,"Injection, powder, lyophilized, for solution",['approved'],False,151-83-7,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,0.0524,g/l
284,DB00475,Chlordiazepoxide,5.0,mg,25.0,mg/1,Oral,Capsule,"['approved', 'illicit', 'investigational']",False,58-25-3,CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1,0.0199,g/l
285,DB00476,Duloxetine,20.0,mg,60.0,mg,Oral,"Capsule, delayed release",['approved'],False,116539-59-4,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1,0.00296,g/l
286,DB00477,Chlorpromazine,10.0,mg/1,223.2,mg,Oral,"Tablet, sugar coated","['approved', 'investigational', 'vet_approved']",False,50-53-3,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,0.00417,g/l
287,DB00478,Rimantadine,100.0,mg/1,100.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,13392-28-4,CC(N)C12CC3CC(CC(C3)C1)C2,0.00915,g/l
288,DB00479,Amikacin,1.0,g/4mL,500.0,mg/2mL,Intramuscular; Intravenous,"Injection, solution","['approved', 'investigational', 'vet_approved']",False,37517-28-5,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,49.7,g/l
289,DB00480,Lenalidomide,2.5,mg/1,25.0,mg,Oral,Capsule,['approved'],False,191732-72-6,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,2.33,g/l
290,DB00481,Raloxifene,60.0,mg,60.0,mg,Oral,Tablet,"['approved', 'investigational']",False,84449-90-1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,0.000512,g/l
291,DB00482,Celecoxib,50.0,mg/1,400.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,169590-42-5,CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,0.00503,g/l
292,DB00483,Gallamine Triethiodide,20.0,mg,20.0,mg,Intravenous,Liquid,['approved'],False,65-29-2,[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,4.65e-06,g/l
293,DB00484,Brimonidine,0.15,%,5.0,mg/g,Ophthalmic,Solution,['approved'],False,59803-98-4,BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,0.154,g/l
294,DB00485,Dicloxacillin,250.0,mg/1,500.0,mg/1,Oral,Capsule,"['approved', 'investigational', 'vet_approved']",False,3116-76-5,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O,0.0296,g/l
295,DB00486,Nabilone,0.25,mg,1.0,mg,Oral,Capsule,"['approved', 'investigational']",False,51022-71-0,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,0.000493,g/l
296,DB00488,Altretamine,50.0,mg/1,50.0,mg/1,Oral,Capsule,['approved'],False,645-05-6,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,3.1,g/l
297,DB00489,Sotalol,5.0,mg/mL,240.0,mg,Oral,Solution,['approved'],False,3930-20-9,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,0.782,g/l
298,DB00490,Buspirone,5.0,mg/1,30.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,36505-84-7,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,0.588,g/l
299,DB00491,Miglitol,25.0,mg/1,100.0,mg/1,Oral,"Tablet, film coated",['approved'],False,72432-03-2,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,610.0,g/l
300,DB00492,Fosinopril,10.0,mg,40.0,mg/1,Oral,Tablet,['approved'],False,98048-97-6,CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,0.00101,g/l
301,DB00493,Cefotaxime,0.5,g,500.0,mg/1,Intramuscular; Intravenous,"Powder, for solution",['approved'],False,63527-52-6,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0.146,g/l
302,DB00494,Entacapone,200.0,mg,200.0,mg,Oral,Tablet,"['approved', 'investigational']",False,130929-57-6,CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,0.0797,g/l
303,DB00495,Zidovudine,10.0,mg/mL,300.0,mg/1,Oral,Syrup,['approved'],False,30516-87-1,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,16.3,g/l
304,DB00496,Darifenacin,7.5,mg/1,15.0,mg,Oral,"Tablet, extended release","['approved', 'investigational']",False,133099-04-4,NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1,0.000298,g/l
305,DB00497,Oxycodone,5.0,mg,100.0,mg/5mL,Oral,"Tablet, extended release","['approved', 'illicit', 'investigational']",False,76-42-6,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,5.59,g/l
306,DB00499,Flutamide,125.0,mg/1,250.0,mg,Oral,Capsule,"['approved', 'investigational']",False,13311-84-7,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,0.00566,g/l
307,DB00500,Tolmetin,200.0,mg/1,600.0,mg,Oral,Tablet,['approved'],False,26171-23-3,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,0.131,g/l
308,DB00501,Cimetidine,6.0,mg,800.0,mg/1,Intravenous,Liquid,"['approved', 'investigational']",False,51481-61-9,C\N=C(\NCCSCC1=C(C)NC=N1)NC#N,0.816,g/l
309,DB00502,Haloperidol,0.5,mg/1,500.0,mg/5mL,Oral,Tablet,['approved'],False,52-86-8,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,0.00446,g/l
310,DB00503,Ritonavir,80.0,mg,100.0,mg/1,Oral,Solution,"['approved', 'investigational']",False,155213-67-5,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,0.00126,g/l
311,DB00507,Nitazoxanide,100.0,mg/5mL,500.0,mg/1,Oral,"Powder, for suspension","['approved', 'investigational', 'vet_approved']",False,55981-09-4,CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,0.00755,g/l
312,DB00509,Dextrothyroxine,2.0,mg,4.0,mg,Oral,Tablet,"['approved', 'investigational']",False,51-49-0,N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,0.00898,g/l
313,DB00512,Vancomycin,1.0,g/20mL,1000.0,mg,Intravenous,"Injection, powder, lyophilized, for solution",['approved'],False,1404-90-6,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,0.225,g/l
314,DB00513,Aminocaproic Acid,0.25,g/mL,1000.0,mg/1,Oral,Solution,"['approved', 'investigational']",False,60-32-2,NCCCCCC(O)=O,45.2,g/l
315,DB00514,Dextromethorphan,3.0,mg,30.0,mg/5mL,Oral,Syrup,['approved'],False,125-71-3,[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C,0.00851,g/l
316,DB00515,Cisplatin,0.5,mg,100.0,mg/100mL,Intravenous,Liquid,['approved'],False,15663-27-1,N[Pt](N)(Cl)Cl,,
317,DB00518,Albendazole,200.0,mg/1,200.0,mg/1,Oral,"Tablet, film coated","['approved', 'vet_approved']",False,54965-21-8,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,0.0228,g/l
318,DB00519,Trandolapril,0.5,mg,4.0,mg/1,Oral,Capsule,['approved'],False,87679-37-6,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,0.0207,g/l
319,DB00520,Caspofungin,5.0,mg/mL,70.0,mg,Intravenous,"Injection, powder, lyophilized, for solution",['approved'],False,162808-62-0,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN,0.367,g/l
320,DB00521,Carteolol,10.0,mg/mL,10.0,mg/mL,Ophthalmic,Solution / drops,['approved'],False,51781-06-7,CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2,0.421,g/l
321,DB00523,Alitretinoin,0.1,%,60.0,mg/60g,Cutaneous,Gel,"['approved', 'investigational']",False,5300-03-8,C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O,0.00477,g/l
322,DB00524,Metolazone,2.5,mg/1,10.0,mg/1,Oral,Tablet,['approved'],False,17560-51-9,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,0.0407,g/l
323,DB00525,Tolnaftate,0.01,g/g,150.0,g/150g,Topical,Cream,"['approved', 'investigational', 'vet_approved']",False,2398-96-1,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1,0.000546,g/l
324,DB00526,Oxaliplatin,5.0,mg,200.0,mg/40mL,Intravenous,Solution,"['approved', 'investigational']",False,61825-94-3,[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1,27.5,g/l
325,DB00527,Cinchocaine,0.28,g/28g,10.0,mg/g,Topical,Ointment,"['approved', 'vet_approved']",False,85-79-0,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,0.0389,g/l
326,DB00529,Foscarnet,24.0,mg/mL,24.0,mg/mL,Intravenous,"Injection, solution",['approved'],False,4428-95-9,OC(=O)P(O)(O)=O,16.8,g/l
327,DB00530,Erlotinib,25.0,mg,150.0,mg,Oral,Tablet,"['approved', 'investigational']",True,183321-74-6,COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1,0.00891,g/l
328,DB00531,Cyclophosphamide,1.0,g/50mL,2000.0,mg,Intravenous; Oral,"Injection, powder, for solution","['approved', 'investigational']",False,50-18-0,ClCCN(CCCl)P1(=O)NCCCO1,15.1,g/l
329,DB00533,Rofecoxib,12.5,mg,25.0,mg,Oral,Suspension,"['approved', 'investigational', 'withdrawn']",False,162011-90-7,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,0.0106,g/l
330,DB00535,Cefdinir,125.0,mg/5mL,300.0,mg/1,Oral,"Powder, for suspension",['approved'],False,91832-40-5,[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,0.0878,g/l
331,DB00536,Guanidine,125.0,mg/1,125.0,mg/1,Oral,Tablet,['approved'],False,113-00-8,NC(N)=N,11.5,g/l
332,DB00537,Ciprofloxacin,0.2,%,1000.0,mg,Intravenous,Solution,"['approved', 'investigational']",False,85721-33-1,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,1.35,g/l
333,DB00538,Gadoversetamide,0.5,mmol/mL,500.0,micromol/ml,Intravenous,"Injection, solution","['approved', 'investigational']",False,131069-91-5,[Gd+3].COCCNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NCCOC)CC([O-])=O)CC([O-])=O,2.98,g/l
334,DB00539,Toremifene,60.0,mg,60.0,mg,Oral,Tablet,"['approved', 'investigational']",False,89778-26-7,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,0.000409,g/l
335,DB00540,Nortriptyline,10.0,mg,75.0,mg/1,Oral,Capsule,['approved'],False,72-69-5,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,0.000874,g/l
336,DB00541,Vincristine,1.0,mg,5.0,mg,Intravenous,Liquid,"['approved', 'investigational']",False,57-22-7,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(C[C@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,0.03,g/l
337,DB00542,Benazepril,5.0,mg/1,40.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,86541-75-5,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,0.0105,g/l
338,DB00543,Amoxapine,25.0,mg/1,150.0,mg/1,Oral,Tablet,['approved'],False,14028-44-5,ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1,0.171,g/l
339,DB00544,Fluorouracil,0.04,g/g,500.0,mg,Topical,Cream,['approved'],False,51-21-8,FC1=CNC(=O)NC1=O,5.86,g/l
340,DB00545,Pyridostigmine,5.0,mg,180.0,mg/1,Intramuscular; Intravenous,Liquid,"['approved', 'investigational']",False,155-97-5,CN(C)C(=O)OC1=C[N+](C)=CC=C1,1.04,g/l
341,DB00547,Desoximetasone,0.05,%,2.5,mg/g,Topical,Cream,['approved'],False,382-67-2,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0.031,g/l
342,DB00548,Azelaic Acid,0.15,g/g,15.0,%,Topical,Gel,['approved'],False,123-99-9,OC(=O)CCCCCCCC(O)=O,2.28,g/l
343,DB00549,Zafirlukast,10.0,mg/1,20.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,107753-78-6,COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C,0.000962,g/l
344,DB00550,Propylthiouracil,50.0,mg,100.0,mg,Oral,Tablet,"['approved', 'investigational']",False,51-52-5,CCCC1=CC(=O)NC(=S)N1,0.466,g/l
345,DB00551,Acetohydroxamic Acid,250.0,mg/1,250.0,mg/1,Oral,Tablet,['approved'],False,546-88-3,CC(=O)NO,509.0,g/l
346,DB00552,Pentostatin,2.0,mg/mL,10.0,mg,Intravenous,"Injection, powder, lyophilized, for solution","['approved', 'investigational']",False,53910-25-1,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O,10.7,g/l
347,DB00553,Methoxsalen,1.0,%,20.0,mcg,Topical,Liquid,['approved'],False,298-81-7,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,0.164,g/l
348,DB00554,Piroxicam,10.0,mg,20.0,mg/1,Oral,Capsule,"['approved', 'investigational']",False,36322-90-4,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,0.143,g/l
349,DB00555,Lamotrigine,2.0,mg,300.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,84057-84-1,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,0.488,g/l
350,DB00556,Perflutren,6.52,mg/mL,150.0,mcl,Intravenous,"Injection, suspension",['approved'],False,76-19-7,FC(F)(F)C(F)(F)C(F)(F)F,0.146,g/l
351,DB00557,Hydroxyzine,10.0,mg,100.0,mg/1,Oral,Capsule,['approved'],False,68-88-2,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,0.0914,g/l
352,DB00558,Zanamivir,5.0,mg,5.0,mg,Oral; Respiratory (inhalation),Powder,"['approved', 'investigational']",False,139110-80-8,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,7.31,g/l
353,DB00559,Bosentan,32.0,mg,125.0,mg,Oral,"Tablet, for suspension","['approved', 'investigational']",False,147536-97-8,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,0.00904,g/l
354,DB00560,Tigecycline,50.0,mg/5mL,50.0,mg/5mL,Intravenous,"Injection, powder, lyophilized, for solution",['approved'],False,220620-09-7,[H][C@@]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,0.45,g/l
355,DB00561,Doxapram,20.0,mg/mL,20.0,mg/mL,Intravenous,Injection,"['approved', 'vet_approved']",False,309-29-5,CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,0.0343,g/l
356,DB00563,Methotrexate,1.0,g/1,50.0,mg,Intra-arterial; Intramuscular; Intrathecal; Intravenous,"Injection, powder, lyophilized, for solution",['approved'],False,59-05-2,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,0.171,g/l
357,DB00564,Carbamazepine,10.0,mg/mL,400.0,mg/1,Intravenous,"Injection, powder, for solution","['approved', 'investigational']",False,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,0.152,g/l
358,DB00565,Cisatracurium besylate,2.0,mg,10.0,mg,Intravenous,Solution,['approved'],False,96946-42-8,[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=C(OC)C=C(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C=C2)C=C1,4.17e-05,g/l
359,DB00566,Succimer,100.0,mg/1,100.0,mg/1,Oral,Capsule,['approved'],False,304-55-2,OC(=O)[C@@H](S)[C@@H](S)C(O)=O,2.43,g/l
360,DB00567,Cephalexin,125.0,mg/5mL,750.0,mg/1,Oral,"Powder, for suspension","['approved', 'investigational', 'vet_approved']",False,15686-71-2,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,0.297,g/l
361,DB00569,Fondaparinux sodium,1.5,mg/0.3ml,10.0,mg,Subcutaneous,"Injection, solution","['approved', 'investigational']",False,114870-03-0,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS([O-])(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS([O-])(=O)=O)[C@H]3NS([O-])(=O)=O)[C@H](O)[C@H]2OS([O-])(=O)=O)C(O)=O)[C@H](O)[C@H]1NS([O-])(=O)=O,,
362,DB00570,Vinblastine,1.0,mg/mL,10.0,mg,Intravenous,Injection,['approved'],False,865-21-4,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,0.0169,g/l
363,DB00571,Propranolol,1.0,mg/mL,160.0,mg,Intravenous,"Injection, solution","['approved', 'investigational']",False,525-66-6,CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12,0.0794,g/l
364,DB00572,Atropine,0.05,mg/mL,10.0,mg/mL,Intramuscular; Intravenous; Subcutaneous,"Injection, solution","['approved', 'vet_approved']",False,51-55-8,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,2.52,g/l
365,DB00573,Fenoprofen,200.0,mg/1,600.0,mg/1,Oral,Capsule,['approved'],False,29679-58-1,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,0.0811,g/l
366,DB00574,Fenfluramine,20.0,mg,20.0,mg,Oral,Tablet,"['approved', 'illicit', 'investigational', 'withdrawn']",False,458-24-2,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,0.0215,g/l
367,DB00575,Clonidine,0.025,mg,500.0,ug/mL,Oral,Tablet,['approved'],False,4205-90-7,ClC1=CC=CC(Cl)=C1NC1=NCCN1,0.48,g/l
368,DB00577,Valaciclovir,1.0,g/1,1000.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,124832-26-4,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,3.55,g/l
369,DB00579,Mazindol,1.0,mg,2.0,mg,Oral,Tablet,"['approved', 'investigational']",False,22232-71-9,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,0.139,g/l
370,DB00581,Lactulose,3.3,g,950.0,mg,Oral,Syrup,['approved'],False,4618-18-2,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,792.0,g/l
371,DB00582,Voriconazole,3.0,g,200.0,mg,Oral,"Powder, for suspension","['approved', 'investigational']",False,137234-62-9,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0.0978,g/l
372,DB00583,L-Carnitine,1.0,g/5mL,330.0,mg/1,Intravenous,"Injection, solution","['approved', 'investigational']",False,541-15-1,C[N+](C)(C)C[C@H](O)CC([O-])=O,5.33,g/l
373,DB00584,Enalapril,1.0,mg/mL,32.0,mg,Oral,Solution,"['approved', 'vet_approved']",False,75847-73-3,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,0.213,g/l
374,DB00585,Nizatidine,15.0,mg/mL,300.0,mg/1,Oral,Solution,['approved'],False,76963-41-2,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,0.0386,g/l
375,DB00586,Diclofenac,0.1,%,300.0,mg/g,Ophthalmic,Liquid,"['approved', 'vet_approved']",False,15307-86-5,OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,0.00447,g/l
376,DB00588,Fluticasone propionate,0.05,mg/g,500.0,mcg,Topical,Ointment,['approved'],False,80474-14-2,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,0.0114,g/l
377,DB00590,Doxazosin,1.0,mg,8.0,mg/1,Oral,Tablet,['approved'],False,74191-85-8,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1,0.79,g/l
378,DB00591,Fluocinolone Acetonide,0.01,%,0.59,mg/1,Topical,Shampoo,"['approved', 'investigational', 'vet_approved']",False,67-73-2,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,0.0547,g/l
379,DB00592,Piperazine,2.0,g,600.0,mg,Oral,"Powder, for solution","['approved', 'vet_approved']",False,110-85-0,C1CNCCN1,371.0,g/l
380,DB00593,Ethosuximide,250.0,mg/5mL,250.0,mg/5mL,Oral,Solution,['approved'],False,77-67-8,CCC1(C)CC(=O)NC1=O,101.0,g/l
381,DB00594,Amiloride,5.0,mg/1,5.0,mg/1,Oral,Tablet,['approved'],False,2609-46-3,NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1,1.22,g/l
