,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
845,DB01296,Glucosamine,3416-24-8,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,-2.7,-3.0,5.51e+02 g/l,11.73,8.23,0.0,0.0,0.0,0.0,0.0,0.0
846,DB01297,Practolol,6673-35-4,CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,0.53,0.83,4.90e-01 g/l,14.03,9.67,0.0,1.0,0.0,0.0,0.0,0.0
847,DB01298,Sulfacytine,17784-12-2,CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,0.51,0.055,4.68e-01 g/l,10.55,2.17,0.0,1.0,0.0,1.0,0.0,0.0
848,DB01299,Sulfadoxine,2447-57-6,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,0.72,0.58,2.96e-01 g/l,6.12,2.55,0.0,0.0,0.0,1.0,0.0,0.0
849,DB01301,Rolitetracycline,751-97-3,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C,-0.08,-3.8,1.81e+00 g/l,0.31,8.24,0.0,3.0,0.0,0.0,0.0,0.0
850,DB01303,Oxtriphylline,4499-40-5,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,-0.99,-0.77,3.84e+00 g/l,7.82,-0.78,0.0,2.0,0.0,0.0,0.0,0.0
851,DB01319,Fosamprenavir,226700-79-4,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,0.84,1.92,6.85e-01 g/l,1.22,2.45,0.0,1.0,0.0,1.0,0.0,0.0
852,DB01320,Fosphenytoin,93390-81-9,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,1.08,1.67,1.45e-01 g/l,1.46,-9.7,0.0,2.0,0.0,0.0,0.0,0.0
853,DB01321,Josamycin,16846-24-5,CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O,3.47,3.22,5.35e-02 g/l,12.67,7.9,0.0,4.0,0.0,0.0,0.0,0.0
854,DB01322,Kava,9000-38-8,COC1=CC(=O)OC(C1)\C=C\C1=CCCC=C1,2.74,2.05,6.32e-02 g/l,16.55,-4.8,0.0,1.0,0.0,0.0,0.0,0.0
855,DB01324,Polythiazide,346-18-9,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,2.13,1.1,2.64e-01 g/l,9.31,-3.1,3.0,0.0,0.0,2.0,0.0,0.0
856,DB01325,Quinethazone,73-49-4,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,1.6,1.19,2.51e+00 g/l,9.56,-0.97,0.0,1.0,0.0,1.0,0.0,0.0
857,DB01326,Cefamandole,34444-01-4,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,-0.05,0.027,5.81e-01 g/l,3.32,-1.7,0.0,3.0,0.0,0.0,0.0,0.0
858,DB01327,Cefazolin,25953-19-9,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,-0.4,-1.5,4.87e-01 g/l,3.03,0.26,0.0,3.0,0.0,0.0,0.0,0.0
859,DB01328,Cefonicid,61270-58-4,[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,-0.71,-2.5,8.95e-01 g/l,-1.4,-2.1,0.0,3.0,0.0,1.0,0.0,0.0
860,DB01329,Cefoperazone,62893-19-0,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=C(O)C=C1)C(O)=O,-0.11,-0.9,2.86e-01 g/l,3.38,-1.7,0.0,6.0,0.0,0.0,0.0,0.0
861,DB01330,Cefotetan,69712-56-7,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,-0.65,-0.38,5.21e-01 g/l,3.23,-1.3,0.0,5.0,0.0,0.0,0.0,0.0
862,DB01331,Cefoxitin,35607-66-0,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O,0.22,0.29,1.95e-01 g/l,3.59,-3.8,0.0,4.0,0.0,0.0,0.0,0.0
863,DB01332,Ceftizoxime,68401-81-0,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0.4,-0.85,2.29e-01 g/l,3.13,4.16,0.0,3.0,0.0,0.0,0.0,0.0
864,DB01333,Cefradine,38821-53-3,[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O,0.7,-2.4,7.78e-01 g/l,3.46,7.6,0.0,3.0,0.0,0.0,0.0,0.0
865,DB01336,Metocurine,5152-30-7,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,2.36,-1.8,6.42e-06 g/l,12.99,-4.3,0.0,0.0,0.0,0.0,0.0,0.0
866,DB01340,Cilazapril,92077-78-6,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,-0.2,-0.0079,1.06e+00 g/l,3.41,5.35,0.0,3.0,0.0,0.0,0.0,0.0
867,DB01342,Forasartan,145216-43-9,CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1,4.51,5.89,6.67e-03 g/l,7.35,3.99,0.0,0.0,0.0,0.0,0.0,0.0
868,DB01347,Saprisartan,146623-69-0,CCC1=NC(C2CC2)=C(N1CC1=CC2=C(OC(=C2Br)C2=CC=CC=C2NS(=O)(=O)C(F)(F)F)C=C1)C(N)=O,5.89,3.35,1.51e-02 g/l,2.27,5.18,3.0,1.0,0.0,1.0,0.0,0.0
869,DB01348,Spirapril,83647-97-6,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2,1.79,1.6,2.93e-02 g/l,3.62,5.2,0.0,3.0,0.0,0.0,0.0,0.0
870,DB01349,Tasosartan,145733-36-4,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,3.07,4.18,3.25e-02 g/l,7.4,2.79,0.0,1.0,0.0,0.0,0.0,0.0
871,DB01357,Mestranol,72-33-3,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3,3.89,4.04,3.77e-03 g/l,17.59,-1.7,0.0,0.0,0.0,0.0,0.0,0.0
872,DB01359,Penbutolol,36507-48-9,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,3.84,3.55,2.12e-02 g/l,14.09,9.76,0.0,0.0,0.0,0.0,0.0,0.0
873,DB01361,Troleandomycin,2751-09-9,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,3.76,4.3,1.92e-02 g/l,16.75,7.87,0.0,5.0,0.0,0.0,0.0,0.0
874,DB01362,Iohexol,66108-95-0,CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,-2.8,-2.0,7.96e-01 g/l,11.73,-3.0,0.0,3.0,0.0,0.0,0.0,0.0
875,DB01364,Ephedrine,299-42-3,CN[C@@H](C)[C@H](O)C1=CC=CC=C1,1.0,1.32,8.26e+00 g/l,13.89,9.52,0.0,0.0,0.0,0.0,0.0,0.0
876,DB01366,Procaterol,72332-33-3,CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,1.28,0.88,3.29e-01 g/l,8.52,9.88,0.0,1.0,0.0,0.0,0.0,0.0
877,DB01369,Quinupristin,120138-50-3,CC[C@H]1NC(=O)[C@@H](NC(=O)C2=NC=CC=C2O)[C@@H](C)OC(=O)[C@@H](NC(=O)C2CC(=O)C(CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](CC2=CC=C(C=C2)N(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O)C1=CC=CC=C1,2.99,2.18,4.45e-02 g/l,7.45,8.28,0.0,8.0,0.0,0.0,0.0,0.0
878,DB01380,Cortisone acetate,50-04-4,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,2.35,2.1,2.78e-02 g/l,12.6,-3.8,0.0,4.0,0.0,0.0,0.0,0.0
879,DB01382,Glycodiazine,339-44-6,COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1,1.27,1.01,1.24e-01 g/l,6.92,-1.4,0.0,0.0,0.0,1.0,0.0,0.0
880,DB01384,Paramethasone,53-33-8,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@]([H])(F)C2=CC(=O)C=C[C@]12C,1.51,1.3,1.45e-01 g/l,12.45,-2.9,1.0,2.0,0.0,0.0,0.0,0.0
881,DB01388,Mibefradil,116644-53-2,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,5.34,5.16,1.04e-03 g/l,12.54,9.82,1.0,1.0,0.0,0.0,0.0,0.0
882,DB01392,Yohimbine,146-48-5,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,2.36,2.1,3.48e-01 g/l,14.68,7.65,0.0,1.0,0.0,0.0,0.0,0.0
883,DB01393,Bezafibrate,41859-67-0,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,3.97,3.99,1.55e-03 g/l,3.83,-0.84,0.0,2.0,0.0,0.0,0.0,0.0
884,DB01394,Colchicine,64-86-8,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,1.59,1.46,2.76e-02 g/l,15.06,-0.038,0.0,2.0,0.0,0.0,0.0,0.0
885,DB01396,Digitoxin,71-63-6,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,2.33,3.6,2.89e-02 g/l,7.18,0.24,0.0,1.0,0.0,0.0,0.0,0.0
886,DB01397,Magnesium salicylate,,[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,2.86,1.98,6.86e-02 g/l,2.79,-6.3,0.0,2.0,0.0,0.0,0.0,0.0
887,DB01399,Salsalate,552-94-3,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,3.44,3.64,2.46e-01 g/l,3.4,-4.3,0.0,2.0,0.0,0.0,0.0,0.0
888,DB01405,Temafloxacin,108319-06-8,CC1CN(CCN1)C1=C(F)C=C2C(=O)C(=CN(C2=C1)C1=C(F)C=C(F)C=C1)C(O)=O,0.94,1.08,1.44e-02 g/l,5.6,8.76,3.0,2.0,0.0,0.0,0.0,0.0
889,DB01406,Danazol,17230-88-5,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,3.62,3.46,1.76e-02 g/l,17.59,0.25,0.0,0.0,0.0,0.0,0.0,0.0
890,DB01407,Clenbuterol,37148-27-9,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,2.94,2.33,1.12e-01 g/l,14.06,9.63,0.0,0.0,0.0,0.0,0.0,0.0
891,DB01408,Bambuterol,81732-46-9,CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C,1.69,1.4,4.69e-01 g/l,13.91,9.52,0.0,2.0,0.0,0.0,0.0,0.0
892,DB01409,Tiotropium,186691-13-4,C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,-0.55,-1.8,1.56e-02 g/l,10.35,-4.3,0.0,1.0,0.0,0.0,0.0,0.0
893,DB01410,Ciclesonide,141845-82-1,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(O2)C1CCCCC1)C(=O)COC(=O)C(C)C,4.08,5.32,1.57e-03 g/l,14.78,-2.9,0.0,3.0,0.0,0.0,0.0,0.0
894,DB01411,Pranlukast,103177-37-3,O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,4.84,4.67,3.00e-03 g/l,5.96,-2.2,0.0,2.0,0.0,0.0,0.0,0.0
895,DB01412,Theobromine,83-67-0,CN1C=NC2=C1C(=O)NC(=O)N2C,-0.46,-0.77,9.74e+00 g/l,9.28,-0.91,0.0,2.0,0.0,0.0,0.0,0.0
896,DB01413,Cefepime,88040-23-7,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,-0.37,-4.3,1.73e-02 g/l,3.25,4.06,0.0,3.0,0.0,0.0,0.0,0.0
897,DB01414,Cefacetrile,10206-21-0,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O,-0.52,-1.8,2.43e+00 g/l,3.31,-6.2,0.0,4.0,0.0,0.0,0.0,0.0
898,DB01415,Ceftibuten,97519-39-6,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O,0.31,-1.4,7.05e-02 g/l,2.99,4.69,0.0,4.0,0.0,0.0,0.0,0.0
899,DB01416,Cefpodoxime,82619-04-3,[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,0.05,-1.2,1.85e-01 g/l,3.22,4.16,0.0,3.0,0.0,0.0,0.0,0.0
900,DB01418,Acenocoumarol,152-72-7,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,2.53,2.68,1.06e-02 g/l,5.79,-6.8,0.0,2.0,0.0,0.0,0.0,1.0
901,DB01419,Antrafenine,55300-30-6,FC(F)(F)C1=CC(=CC=C1)N1CCN(CCOC(=O)C2=CC=CC=C2NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)CC1,6.3,8.39,2.84e-03 g/l,16.69,7.04,6.0,1.0,0.0,0.0,0.0,0.0
902,DB01420,Testosterone Propionate,57-85-2,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,3.65,4.51,5.02e-03 g/l,19.09,-4.8,0.0,2.0,0.0,0.0,0.0,0.0
903,DB01421,Paromomycin,7542-37-2,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,-2.9,-8.3,7.97e+01 g/l,12.23,9.94,0.0,0.0,0.0,0.0,0.0,0.0
904,DB01422,Nitroxoline,4008-48-4,OC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,1.9,1.77,2.73e+00 g/l,6.88,2.08,0.0,0.0,0.0,0.0,0.0,1.0
905,DB01423,Stepronin,72324-18-6,CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O,1.29,1.27,2.11e-01 g/l,3.56,-4.6,0.0,3.0,0.0,0.0,0.0,0.0
906,DB01425,Alizapride,59338-93-1,COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C,1.81,1.12,4.95e-01 g/l,8.86,7.77,0.0,1.0,0.0,0.0,0.0,0.0
907,DB01426,Ajmaline,4360-12-7,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O,1.72,1.85,4.09e+00 g/l,13.28,7.2,0.0,0.0,0.0,0.0,0.0,0.0
908,DB01427,Amrinone,60719-84-8,NC1=CC(=CNC1=O)C1=CC=NC=C1,0.27,-0.57,5.60e+00 g/l,11.01,4.87,0.0,1.0,0.0,0.0,0.0,0.0
909,DB01428,Oxybenzone,131-57-7,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,3.35,3.62,1.28e-01 g/l,8.07,-4.8,0.0,1.0,0.0,0.0,0.0,0.0
910,DB01430,Almitrine,27469-53-0,FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,4.9,6.05,1.44e-02 g/l,14.27,7.49,2.0,0.0,0.0,0.0,0.0,0.0
911,DB01434,19-norandrostenedione,734-32-7,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],2.53,3.63,4.54e-02 g/l,19.19,-4.7,0.0,2.0,0.0,0.0,0.0,0.0
912,DB01436,Alfacalcidol,41294-56-8,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,6.68,5.82,1.63e-03 g/l,14.39,-2.8,0.0,0.0,0.0,0.0,0.0,0.0
913,DB01437,Glutethimide,77-21-4,CCC1(CCC(=O)NC1=O)C1=CC=CC=C1,1.89,2.13,3.27e-01 g/l,11.69,-6.7,0.0,2.0,0.0,0.0,0.0,0.0
914,DB01438,Phenazopyridine,94-78-0,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,2.31,2.69,2.02e-01 g/l,18.85,6.86,0.0,0.0,0.0,0.0,0.0,0.0
915,DB01440,Gamma Hydroxybutyric Acid,591-81-1,OCCCC([O-])=O,-0.6,-0.51,7.11e+02 g/l,4.44,-2.4,0.0,1.0,0.0,0.0,0.0,0.0
916,DB01441,"5-Methoxy-N,N-diisopropyltryptamine",4021-34-5,COC1=CC2=C(NC=C2CCN(C(C)C)C(C)C)C=C1,4.35,3.69,6.73e-02 g/l,17.44,10.68,0.0,0.0,0.0,0.0,0.0,0.0
917,DB01445,Bufotenine,487-93-4,CN(C)CCC1=CNC2=C1C=C(O)C=C2,2.04,1.29,3.20e+00 g/l,9.23,9.91,0.0,0.0,0.0,0.0,0.0,0.0
918,DB01446,Alpha-methyltryptamine,299-26-3,CC(N)CC1=CNC2=CC=CC=C12,2.0,1.9,1.15e+00 g/l,17.14,9.96,0.0,0.0,0.0,0.0,0.0,0.0
919,DB01450,Dihydroetorphine,14357-76-7,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]11CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)CCC,2.98,2.66,1.14e-01 g/l,7.5,11.87,0.0,0.0,0.0,0.0,0.0,0.0
920,DB01453,Beta-hydroxyfentanyl,78995-10-5,CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,2.96,2.9,1.14e-01 g/l,14.11,8.28,0.0,1.0,0.0,0.0,0.0,0.0
921,DB01460,Diethyltryptamine,61-51-8,CCN(CC)CCC1=CNC2=CC=CC=C12,3.64,3.02,3.53e-01 g/l,17.16,10.08,0.0,0.0,0.0,0.0,0.0,0.0
922,DB01466,Ethylmorphine,76-58-4,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,1.72,1.7,8.35e-01 g/l,13.78,9.19,0.0,0.0,0.0,0.0,0.0,0.0
923,DB01469,Acetorphine,25333-77-1,[H][C@]12OC3=C(OC(C)=O)C=CC4=C3C11CCN(C)C(C4)C11C[C@]([H])([C@](C)(O)CCC)C2(OC)C=C1,3.59,2.66,1.97e-02 g/l,14.68,8.97,0.0,1.0,0.0,0.0,0.0,0.0
924,DB01471,Bolasterone,1605-89-6,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](C)CC2=CC(=O)CC[C@]12C,3.55,3.93,1.12e-02 g/l,19.56,-0.53,0.0,1.0,0.0,0.0,0.0,0.0
925,DB01476,Haloxazolam,59128-97-1,FC1=CC=CC=C1C12OCCN1CC(=O)NC1=C2C=C(Br)C=C1,2.98,3.83,3.08e-02 g/l,12.68,2.22,1.0,1.0,0.0,0.0,0.0,0.0
926,DB01477,Codeine methylbromide,125-27-9,[Br-].[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CC[N+](C)(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,-1.9,-2.8,9.59e-04 g/l,13.78,-3.3,0.0,0.0,0.0,0.0,0.0,0.0
927,DB01480,Cyprenorphine,4406-22-8,COC12C=CC3(CC1C(C)(C)O)C1CC4=C5C(OC2C35CCN1CC1CC1)=C(O)C=C4,3.33,2.13,5.82e-02 g/l,7.49,12.4,0.0,0.0,0.0,0.0,0.0,0.0
928,DB01481,Delta1-dihydrotestosterone,65-06-5,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,3.38,3.41,1.28e-02 g/l,19.38,-0.88,0.0,1.0,0.0,0.0,0.0,0.0
929,DB01486,Cathine,492-39-7,C[C@H](N)[C@@H](O)C1=CC=CC=C1,0.57,0.89,2.06e+01 g/l,13.9,9.37,0.0,0.0,0.0,0.0,0.0,0.0
930,DB01487,Embutramide,15687-14-6,CCC(CC)(CNC(=O)CCCO)C1=CC(OC)=CC=C1,2.98,2.39,4.17e-02 g/l,15.63,-0.062,0.0,1.0,0.0,0.0,0.0,0.0
931,DB01488,Dimethyltryptamine,61-50-7,CN(C)CCC1=CNC2=CC=CC=C12,2.41,2.3,1.69e+00 g/l,17.16,9.55,0.0,0.0,0.0,0.0,0.0,0.0
932,DB01490,Aminorex,2207-50-3,NC1=NCC(O1)C1=CC=CC=C1,1.16,1.46,7.92e-01 g/l,19.48,7.49,0.0,0.0,0.0,0.0,0.0,0.0
933,DB01491,Dipipanone,467-83-4,CCC(=O)C(CC(C)N1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,5.28,5.86,7.57e-04 g/l,18.77,9.3,0.0,1.0,0.0,0.0,0.0,0.0
934,DB01496,Barbituric acid derivative,,FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,3.19,3.09,2.06e-02 g/l,3.41,-2.8,3.0,2.0,0.0,0.0,0.0,0.0
935,DB01497,Etorphine,14521-96-1,[H][C@]12CC3=C4C(OC5[C@@]4(CCN1C)[C@]21CC(C(C)(O)CCC)C5(OC)C=C1)=C(O)C=C3,3.29,2.47,1.12e-01 g/l,7.48,11.72,0.0,0.0,0.0,0.0,0.0,0.0
936,DB01498,Alphamethadol,17199-54-1,CC[C@@H](O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,4.21,4.44,1.28e-02 g/l,14.52,9.57,0.0,0.0,0.0,0.0,0.0,0.0
937,DB01500,4-Hydroxy-19-nortestosterone,4721-69-1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3CCC(=O)C(O)=C3CC[C@@]21[H],1.95,2.55,8.83e-02 g/l,9.3,-0.88,0.0,1.0,0.0,0.0,0.0,0.0
938,DB01501,Difenoxin,28782-42-5,OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1,4.39,2.65,2.08e-03 g/l,3.38,9.41,0.0,1.0,0.0,0.0,0.0,0.0
939,DB01505,Etoxeridine,469-82-9,CCOC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1,2.0,1.72,1.37e+00 g/l,15.12,8.02,0.0,1.0,0.0,0.0,0.0,0.0
940,DB01511,Delorazepam,2894-67-9,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,3.46,3.82,6.42e-03 g/l,12.29,2.05,0.0,1.0,0.0,0.0,0.0,0.0
941,DB01512,Hydromorphinol,2183-56-4,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CC[C@@H]2O,0.53,0.2,2.06e+01 g/l,7.44,11.56,0.0,0.0,0.0,0.0,0.0,0.0
942,DB01515,Benzoylecgonine,519-09-5,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(O)=O)N2C,1.71,-0.59,3.82e+00 g/l,3.15,9.54,0.0,2.0,0.0,0.0,0.0,0.0
943,DB01521,Clostebol,1093-58-9,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(Cl)C(=O)CC[C@]12C,3.57,3.75,1.53e-02 g/l,19.31,-0.88,0.0,1.0,0.0,0.0,0.0,0.0
944,DB01524,5-Androstenediol,,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2O,3.42,2.8,5.50e-02 g/l,18.2,-0.77,0.0,0.0,0.0,0.0,0.0,0.0
945,DB01525,Ecgonine,481-37-8,[H][C@]12CC[C@]([H])([C@H]([C@@H](O)C1)C(O)=O)N2C,-0.69,-3.1,1.05e+03 g/l,3.48,9.69,0.0,1.0,0.0,0.0,0.0,0.0
946,DB01526,4-Androstenediol,1156-92-9,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C[C@@H](O)CC[C@]12C,3.1,2.95,4.81e-02 g/l,17.5,-0.82,0.0,0.0,0.0,0.0,0.0,0.0
