,drugbank_id,name,cas,smiles,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic),F,carbonyl,sulfinyl,sulfonyl,nitroso,nitro
1344,DB01522,Betacetylmethadol,17199-59-6,CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,4.78,4.88,1.79e-03 g/l,,9.87,,,,,,
1345,DB01523,Clonitazene,3861-76-5,CCN(CC)CCN1C(CC2=CC=C(Cl)C=C2)=NC2=C1C=CC(=C2)[N+]([O-])=O,4.95,4.72,1.11e-02 g/l,,9.63,,,,,,
1346,DB01524,5-Androstenediol,,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2O,3.42,2.8,5.50e-02 g/l,18.2,-0.77,,,,,,
1347,DB01525,Ecgonine,481-37-8,[H][C@]12CC[C@]([H])([C@H]([C@@H](O)C1)C(O)=O)N2C,-0.69,-3.1,1.05e+03 g/l,3.48,9.69,,,,,,
1348,DB01526,4-Androstenediol,1156-92-9,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C[C@@H](O)CC[C@]12C,3.1,2.95,4.81e-02 g/l,17.5,-0.82,,,,,,
1349,DB01527,Clortermine,10389-73-8,CC(C)(N)CC1=CC=CC=C1Cl,2.67,2.69,1.04e-01 g/l,,10.16,,,,,,
1350,DB01528,"4-Methyl-2,5-dimethoxyamphetamine",15588-95-1,COC1=CC(CC(C)N)=C(OC)C=C1C,2.02,2,9.69e-01 g/l,,9.94,,,,,,
1351,DB01529,Dextromoramide,357-56-2,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,4.18,3.75,1.75e-02 g/l,,7.77,,,,,,
1352,DB01530,"3Alpha,17beta-dihydroxy-5alpha-androstane",1852-53-5,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@H](O)CC[C@]12C,3.56,3.2,1.93e-02 g/l,18.3,-0.76,,,,,,
1353,DB01531,Desomorphine,427-00-9,CN1CCC23C4CCCC2C1CC1=C3C(O4)=C(O)C=C1,2.5,2.11,8.60e-01 g/l,10.35,9.38,,,,,,
1354,DB01532,α-Methylacetylfentanyl,101860-00-8,CC(CC1=CC=CC=C1)N1CCC(CC1)N(C(C)=O)C1=CC=CC=C1,4.09,3.53,2.20e-02 g/l,,9.01,,,,,,
1355,DB01533,Diethylthiambutene,86-14-6,CCN(CC)C(C)C=C(C1=CC=CS1)C1=CC=CS1,5.15,4.91,5.39e-02 g/l,,9.22,,,,,,
1356,DB01534,Chlorhexadol,3563-58-4,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,2.34,1.82,1.24e+00 g/l,9.67,-2.7,,,,,,
1357,DB01535,Carfentanil,59708-52-0,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CC=C2)CC1)C(=O)OC,3.7,3.67,2.59e-02 g/l,,8.05,,,,,,
1358,DB01536,4-Androstenedione,63-05-8,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,2.93,3.93,2.70e-02 g/l,19.03,-4.8,,,,,,
1359,DB01537,"4-Bromo-2,5-dimethoxyphenethylamine",66142-81-2,COC1=CC(Br)=C(OC)C=C1CCN,1.99,1.84,1.99e-01 g/l,,9.68,,,,,,
1360,DB01538,Acetyldihydrocodeine,3861-72-1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2OC(C)=O,2.37,1.99,1.34e-01 g/l,,9.3,,,,,,
1361,DB01539,1-Piperidinocyclohexanecarbonitrile,3867-15-0,N#CC1(CCCCC1)N1CCCCC1,2.73,2.6,5.22e-01 g/l,,6.98,,,,,,
1362,DB01540,17alpha-methyl-4-hydroxynandrolone,2747-16-2,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C(O)=C3CC[C@@]21[H],2.46,2.83,5.75e-02 g/l,9.33,-0.53,,,,,,
1363,DB01541,Boldenone,846-48-0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,3.08,3.36,2.59e-02 g/l,18.86,-0.88,,,,,,
1364,DB01542,Allylprodine,25384-17-2,CCC(=O)OC1(CCN(C)CC1CC=C)C1=CC=CC=C1,3.82,3.36,4.62e-02 g/l,,9.19,,,,,,
1365,DB01543,13Beta-ethyl-17beta-hydroxygon-4-en-3-one,,,,,,,,,,,,,
1366,DB01544,Flunitrazepam,1622-62-4,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,2.2,2.55,8.58e-03 g/l,,1.7,,,,,,
1367,DB01545,Ethyl loflazepate,29177-84-2,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,3.36,3.85,5.25e-03 g/l,9.51,-1.4,,,,,,
1368,DB01546,Alpha-ethyltryptamine,2235-90-7,CCC(N)CC1=CNC2=CC=CC=C12,2.55,2.43,4.81e-01 g/l,17.13,9.99,,,,,,
1369,DB01547,Drotebanol,3176-03-2,[H][C@]12CC3=C(C(OC)=C(OC)C=C3)[C@@]3(CCN1C)C[C@H](O)CC[C@@]23O,1.61,1.02,2.15e+00 g/l,13.64,8.9,,,,,,
1370,DB01548,Diprenorphine,14357-78-9,[H][C@]12CC3=C4C(OC5[C@@]4(CCN1CC1CC1)[C@@]21CCC5(OC)C(C1)C(C)(C)O)=C(O)C=C3,3.52,2.28,1.04e-01 g/l,7.5,12.54,,,,,,
1371,DB01549,Rolicyclidine,2201-39-0,C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1,4.54,4.04,2.39e-02 g/l,,10.78,,,,,,
1372,DB01550,Fenproporex,16397-28-7,CC(CC1=CC=CC=C1)NCCC#N,2.14,2.01,1.84e-01 g/l,,7.88,,,,,,
1373,DB01551,Dihydrocodeine,125-28-0,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O,1.58,1.55,2.38e+00 g/l,14.15,9.33,,,,,,
1374,DB01552,Betameprodine,468-50-8,CCC1CN(C)CCC1(OC(=O)CC)C1=CC=CC=C1,3.46,3.22,2.11e-01 g/l,,9.1,,,,,,
1375,DB01553,Cloxazolam,24166-13-0,ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,3.56,4.13,2.66e-02 g/l,12.69,2.6,,,,,,
1376,DB01554,19-Nor-4-androstenediol,,,,,,,,,,,,,
1377,DB01555,Alphacetylmethadol,17199-58-5,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,4.78,4.88,1.79e-03 g/l,,9.87,,,,,,
1378,DB01556,Chlorphentermine,461-78-9,CC(C)(N)CC1=CC=C(Cl)C=C1,2.81,2.69,1.05e-01 g/l,,10.24,,,,,,
1379,DB01557,α-Methylfentanyl,79704-88-4,CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CC=C1)C1=CC=CC=C1,4.49,4.23,1.40e-02 g/l,,9,,,,,,
1380,DB01558,Bromazepam,1812-30-2,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,2.09,2.54,3.99e-02 g/l,12.24,2.68,,,,,,
1381,DB01559,Clotiazepam,33671-46-4,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,3.58,4.11,5.37e-03 g/l,,2.39,,,,,,
1382,DB01560,Cathinone,71031-15-7,C[C@H](N)C(=O)C1=CC=CC=C1,0.51,1.18,2.46e+00 g/l,18.65,7.55,,,,,,
1383,DB01561,Androstanedione,846-46-8,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,3.4,3.97,7.39e-03 g/l,19.78,-7.1,,,,,,
1384,DB01562,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,64-52-8,CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,4.18,3.61,5.92e-03 g/l,,9.24,,,,,,
1385,DB01563,Chloral hydrate,302-17-0,OC(O)C(Cl)(Cl)Cl,0.88,0.69,4.34e+01 g/l,9.51,-5.1,,,,,,
1386,DB01564,Calusterone,17021-26-0,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](C)CC2=CC(=O)CC[C@]12C,3.55,3.93,1.12e-02 g/l,19.56,-0.53,,,,,,
1387,DB01565,Dihydromorphine,509-60-4,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O,1.26,1.08,1.82e+00 g/l,10.29,9.24,,,,,,
1388,DB01566,"3,4-Methylenedioxy-N-ethylamphetamine",14089-52-2,CCNC(C)CC1=CC2=C(OCO2)C=C1,2.25,2.22,1.46e+00 g/l,,10.22,,,,,,
1389,DB01567,Fludiazepam,3900-31-0,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,2.83,3.22,1.44e-02 g/l,,1.89,,,,,,
1390,DB01568,Codeine-N-oxide,3688-65-1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CC[N@+](C)([O-])[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,-0.48,0.22,1.38e-01 g/l,13.78,2.75,,,,,,
1391,DB01569,Formebolone,2454-11-7,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C(C=O)=C[C@]12C,2.59,1.76,6.05e-02 g/l,14.39,-2.9,,,,,,
1392,DB01570,Ohmefentanyl,78995-14-9,CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1C)C1=CC=CC=C1,3.12,3.38,8.65e-02 g/l,14.11,8.59,,,,,,
1393,DB01571,3-Methylfentanyl,42045-86-3,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1C)C1=CC=CC=C1,4.29,4.29,1.50e-02 g/l,,9.08,,,,,,
1394,DB01572,17Alpha-methyl-delta1-dihydrotestosterone,,,,,,,,,,,,,
1395,DB01573,Benzylmorphine,14297-87-1,[H][C@@]12OC3=C(OCC4=CC=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,2.71,3.07,4.56e-02 g/l,13.78,9.19,,,,,,
1396,DB01574,Attapulgite,12174-11-7,,,,,,,,,,,,
1397,DB01575,Kaolin,1332-58-7,,,,,,,,,,,,
1398,DB01576,Dextroamphetamine,51-64-9,C[C@H](N)CC1=CC=CC=C1,1.85,1.8,1.74e+00 g/l,,10.01,,,,,,
1399,DB01577,Methamphetamine,537-46-2,CN[C@@H](C)CC1=CC=CC=C1,2.23,2.24,9.28e-01 g/l,,10.21,,,,,,
1400,DB01578,Metrizamide,31112-62-6,CN(C(C)=O)C1=C(I)C(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C(I)C(NC(C)=O)=C1I,-1.2,-0.24,6.35e-01 g/l,11.44,-1.5,,,,,,
1401,DB01579,Phendimetrazine,634-03-7,CC1C(OCCN1C)C1=CC=CC=C1,2.01,2.17,2.43e+00 g/l,,7.28,,,,,,
1402,DB01580,Oxprenolol,6452-71-7,CC(C)NCC(O)COC1=CC=CC=C1OCC=C,2.44,2.17,6.80e-01 g/l,14.09,9.67,,,,,,
1403,DB01581,Sulfamerazine,127-79-7,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,0.44,0.52,3.04e-01 g/l,6.99,2.01,,,,,,
1404,DB01582,Sulfamethazine,57-68-1,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,0.43,0.65,2.30e-01 g/l,6.99,2.04,,,,,,
1405,DB01583,Liotrix,8065-29-0,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,,3.73,,0.27,9.43,,,,,,
1406,DB01586,Ursodeoxycholic acid,128-13-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,3.01,3.71,1.97e-02 g/l,4.6,-0.54,,,,,,
1407,DB01587,Ketazolam,27223-35-4,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,2.6,3.01,8.39e-02 g/l,14.2,-0.89,,,,,,
1408,DB01588,Prazepam,2955-38-6,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,3.68,3.86,3.99e-03 g/l,,3.06,,,,,,
1409,DB01589,Quazepam,36735-22-5,FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2,4.76,5.06,2.31e-03 g/l,18.93,2.59,,,,,,
1410,DB01590,Everolimus,159351-69-6,CO[C@@H]1C[C@H](C[C@H](C)C2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)OC)CC[C@H]1OCCO,5.01,7.4,1.63e-03 g/l,9.96,-2.7,,,,,,
1411,DB01591,Solifenacin,242478-37-1,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,3.9,,7.29e-02 g/l,,,,,,,,
1412,DB01592,Iron,7439-89-6,[Fe],,-0.77,,,,,,,,,
1413,DB01593,Zinc,7440-66-6,[Zn],,0.16,,,,,,,,,
1414,DB01594,Cinolazepam,75696-02-5,OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O,2.42,2.7,1.20e-02 g/l,10.68,-2.5,,,,,,
1415,DB01595,Nitrazepam,146-22-5,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,1.95,2.55,2.99e-02 g/l,11.9,2.61,,,,,,
1416,DB01597,Cilastatin,82009-34-5,N[C@@H](CSCCCC\C=C(/NC(=O)[C@H]1CC1(C)C)C(=O)O)C(=O)O,-0.29,-1.3,1.00e-01 g/l,2.53,9.14,,,,,,
1417,DB01598,Imipenem,74431-23-5,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,-0.19,-3.9,7.76e-01 g/l,3.63,10.88,,,,,,
1418,DB01599,Probucol,23288-49-5,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,8.92,10.57,4.18e-05 g/l,10.29,-5.1,,,,,,
1419,DB01600,Tiaprofenic acid,33005-95-7,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,3.22,3.66,3.24e-02 g/l,4.03,-7.8,,,,,,
1420,DB01601,Lopinavir,192725-17-0,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,3.91,4.69,1.92e-03 g/l,13.39,-1.5,,,,,,
1421,DB01602,Bacampicillin,50972-17-3,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,1.17,1.47,1.23e-01 g/l,11.72,7.44,,,,,,
1422,DB01603,Meticillin,61-32-5,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,1.79,0.79,3.10e-01 g/l,2.96,-1.8,,,,,,
1423,DB01604,Pivampicillin,33817-20-8,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,1.43,2.07,3.54e-02 g/l,11.71,7.44,,,,,,
1424,DB01605,Pivmecillinam,32886-97-8,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,3.23,2.91,5.26e-02 g/l,13.66,7.91,,,,,,
1425,DB01606,Tazobactam,89786-04-9,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,-1.8,-1.4,9.59e+00 g/l,2.86,0.73,,,,,,
1426,DB01607,Ticarcillin,34787-01-4,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,0.99,0.6,7.16e-02 g/l,3.09,-6.3,,,,,,
1427,DB01608,Propericiazine,2622-26-6,OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1,3.78,3.11,5.90e-02 g/l,15.18,8.37,,,,,,
1428,DB01609,Deferasirox,201530-41-8,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,4.01,4.74,3.43e-02 g/l,4.55,0.19,,,,,,
1429,DB01610,Valganciclovir,175865-60-8,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,-0.81,-1.1,4.79e+00 g/l,8.1,7.36,,,,,,
1430,DB01611,Hydroxychloroquine,118-42-3,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,3.87,2.89,2.61e-02 g/l,15.59,9.76,,,,,,
1431,DB01612,Amyl Nitrite,110-46-3,CCCCCON=O,1.98,2.31,3.97e+00 g/l,,-1.8,,,,,,
1432,DB01613,Erythrityl Tetranitrate,7297-25-8,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,1.68,1.23,1.95e-01 g/l,,-5.5,,,,,,
1433,DB01614,Acepromazine,61-00-7,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,4.32,3.49,9.80e-03 g/l,16.06,8.5,,,,,,
1434,DB01615,Aceprometazine,13461-01-3,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,4.35,3.85,1.22e-02 g/l,16.06,8.32,,,,,,
1435,DB01616,Alverine,150-59-4,CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,5.73,5.46,9.60e-04 g/l,,10.44,,,,,,
1436,DB01618,Molindone,7416-34-4,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,2.09,2.04,4.74e-01 g/l,15.34,6.65,,,,,,
1437,DB01619,Phenindamine,82-88-2,CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,4.04,3.62,2.77e-02 g/l,18.01,9,,,,,,
1438,DB01620,Pheniramine,86-21-5,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,2.85,2.98,3.77e-01 g/l,,9.48,,,,,,
1439,DB01621,Pipotiazine,39860-99-6,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,3.94,3.13,1.27e-02 g/l,17.09,8.86,,,,,,
1440,DB01622,Thioproperazine,316-81-4,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,3.09,2.83,5.69e-02 g/l,,8.36,,,,,,
1441,DB01623,Thiothixene,5591-45-7,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,4.01,3.36,1.39e-02 g/l,,8.56,,,,,,
1442,DB01624,Zuclopenthixol,53772-83-1,OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,4.46,4.22,2.60e-03 g/l,15.59,8.43,,,,,,
1443,DB01625,Isopropamide,7492-32-2,CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,2.27,0.14,4.24e-05 g/l,16.31,-3.3,,,,,,
1444,DB01626,Pargyline,555-57-7,CN(CC#C)CC1=CC=CC=C1,2.05,2.14,9.98e-02 g/l,,8.13,,,,,,
1445,DB01627,Lincomycin,154-21-2,[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC,0.5,-0.32,2.93e+01 g/l,12.37,7.97,,,,,,
1446,DB01628,Etoricoxib,202409-33-4,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,3.7,2.79,3.28e-03 g/l,19.69,4.96,,,,,,
1447,DB01629,5-Fluorouridine,316-46-1,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(=O)NC1=O,-1.4,-2.2,6.07e+01 g/l,7.67,-3,,,,,,
1448,DB01630,SC-74020,,CCCCCC1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N(CCN1CCOCC1)[C@H](C(C)C)C(=O)NO,3.78,4.33,1.01e-02 g/l,8.71,5.11,,,,,,
1449,DB01631,Methyl Nonanoate (Ester),,CCCCCCCCC(=O)OC,3.96,3.29,4.55e-02 g/l,,-7,,,,,,
1450,DB01632,Alpha-Phosphoribosylpyrophosphoric Acid,13270-65-0,O[C@H]1[C@@H](O)[C@@H](O[P@](O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O,-0.74,-3,1.16e+01 g/l,1.09,-3.7,,,,,,
1451,DB01633,Deoxy-2-Fluoro-B-D-Cellotrioside,,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](F)[C@H]([O-])O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,-2.2,-5.6,3.60e+02 g/l,10.98,-3,,,,,,
1452,DB01634,2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine,,N[C@@H](C[C@H]1C=C(NNC2=CC=CC=N2)C(O)=CC1=O)C(O)=O,-1.3,-5,1.12e+00 g/l,1.63,9.65,,,,,,
1453,DB01635,"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine",,CC1(C)N[C@@H](CS1)C(O)=O,-1.3,-2,3.19e+01 g/l,2.97,7.75,,,,,,
1454,DB01636,Clorocruoro Hem,,[Fe++].CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C=C)C(C)=C([N-]4)/C=C4\N=C(\C=C\1/[N-]\2)C(C)=C4C=O)/C(C)=C3CCC(O)=O,4.28,5.9,2.66e-02 g/l,4.02,4.91,,,,,,
1455,DB01637,"3,7,11,15-Tetramethyl-Hexadecan-1-Ol",,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCO,8.18,7.29,2.31e-05 g/l,17.11,-1.9,,,,,,
1456,DB01638,D-Sorbitol,50-70-4,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-2.7,-3.7,2.29e+02 g/l,12.59,-3,,,,,,
1457,DB01639,N-Methyl-Pyridoxal-5'-Phosphate,,CC1=C(O)C(C=O)=C(COP(O)(O)=O)C=[N+]1C,-2.1,-4.4,4.99e-01 g/l,1.59,-6.6,,,,,,
1458,DB01640,"(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One",,C[C@H]1CC(=O)NN=C1C1=CC=C(NC2=C(CC3=CC=CC(I)=C3)C(=O)CCC2)C=C1,4.78,4.57,2.39e-03 g/l,11.79,5.76,,,,,,
1459,DB01641,"(5z)-2-[(1s,2r)-1-Amino-2-Hydroxypropyl]-5-[(4-Amino-1h-Indol-3-Yl)Methylene]-3-(2-Hydroxyethyl)-3,5-Dihydro-4h-Imidazol-4-One",,C[C@@H](O)[C@H](N)C1=N\C(=C/C2=CNC3=C2C(N)=CC=C3)C(=O)N1CC(O)=O,-0.62,-3.3,2.11e-01 g/l,3.76,7.56,,,,,,
1460,DB01642,O1-Methyl-Glucose,7000-27-3,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.5,-2.3,8.62e+02 g/l,12.21,-3,,,,,,
1461,DB01643,Thymidine-5'-Phosphate,365-07-1,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,-1.4,-1.2,6.78e+00 g/l,1.23,-3.2,,,,,,
1462,DB01644,"3,6-Dihydroxy-Xanthene-9-Propionic Acid",,OC(=O)CCC1C2=CC=C(O)C=C2OC2=C1C=CC(O)=C2,2.58,2.84,5.89e-02 g/l,3.6,-6,,,,,,
1463,DB01645,Genistein,446-72-0,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,3.04,3.08,1.23e-01 g/l,6.55,-5.3,,,,,,
1464,DB01646,N-Acetylmethionine,65-82-7,[H][C@@](CCSC)(NC(C)=O)C(O)=O,-0.15,-0.11,6.84e+00 g/l,4.02,-1.2,,,,,,
1465,DB01647,(R)-Mesopram,,CCCOC1=CC(=CC=C1OC)[C@]1(C)CNC(=O)O1,2.28,2.27,3.13e-01 g/l,12.73,-4.6,,,,,,
1466,DB01648,O1-Methyl-4-Deoxy-4-Thio-Beta-D-Glucose,,CO[C@@H]1O[C@H](CO)[C@@H](S)[C@H](O)[C@H]1O,-0.79,-1.3,4.06e+01 g/l,9.5,-3,,,,,,
1467,DB01649,7-Methyl-Gpppa,,CN1C=[N+]([C@@H]2O[C@H](CO[P@](O)(=O)O[P@](O)(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C(N)N=CN=C34)[C@@H](O)[C@H]2O)C2=C1C(=O)N=C(N)N2,-0.18,-12,2.89e+00 g/l,0.9,5,,,,,,
1468,DB01650,trans-2-hydroxycinnamic acid,614-60-8,OC(=O)\C=C\C1=CC=CC=C1O,1.9,1.83,1.15e+00 g/l,4.04,-6,,,,,,
1469,DB01651,"Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside",,CO[C@@H]1O[C@@H]2CO[C@](C)(O[C@@H]2[C@H](O)[C@H]1O)C(O)=O,-1.1,-0.82,2.64e+02 g/l,2.96,-3.7,,,,,,
1470,DB01652,4-Hydroxybenzoyl Coenzyme A,27718-41-8,CC(C)(CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=C(O)C=C1,0.01,-5.2,3.28e+00 g/l,0.83,4.95,,,,,,
1471,DB01653,(5z)-5-(1h-Indol-3-Ylmethylene)-4h-Imidazol-4-One,,[H]\C(C1=CNC2=CC=CC=C12)=C1\N=C([C@H](N)[C@@H](C)O)N(CCO)C1=O,0.21,-0.33,1.91e-01 g/l,14.65,7.56,,,,,,
